col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7
Atamora,XXXVII,XII,XIII,Denarius,VIII,VI,MMDXCII
Atamora,XXXV,XI,XIII,Denarius,V,XX,MMMXVI
Murytub,XXXVIII,II,CLI,Denarius,VII,XXVI,DCXCII
Muniv,XXXVI,V,XXXIV,Denarius,IX,XXVII,CDXLV
Munarg,XXXVII,I,CXXIV,Quinarius,IX,XXX,CXL
Munarg,XXXVI,X,CLXX,Aureus,VI,VIII,IV
Suilis,XXXV,X,XVII,Quinarius,VII,XXIII,MDCCCXLVII
Munarg,XXXVIII,V,CLXIII,Quinarius,VII,II,LXXX
Murytub,XL,III,CXCV,Quinarius,IX,XIII,CXXVIII
Muniv,XXXVIII,VII,XXII,Denarius,VI,XXV,DC
Muniv,XXXV,IV,XX,Quinarius,VII,VII,CCXXVIII
Muniv,XXXVIII,X,XXVII,Aureus,III,XXV,IV
Murytub,XL,I,CCXIII,Quinarius,IV,XX,CXXXIV
Munarg,XXXV,VIII,CVIII,Quinarius,VII,XVI,CLXXV
Munarg,XXXV,IX,CXXII,Denarius,IV,VI,CCCLXIV
Munarg,XXXV,II,CLXIV,Denarius,VI,XI,CCCXLII
Murytub,XXXVII,VII,CXXV,Quinarius,V,VII,CCCXXX
Murytub,XXXIX,XII,CXXXIII,Aureus,V,XIII,VI
Murytub,XXXV,V,CXXXIII,Aureus,I,IV,IX
Munarg,XXXIX,VII,CLXXXVIII,Quinarius,VI,XVIII,CXV
Munarg,XL,VII,CX,Denarius,VIII,XXVI,CCXXVI
Munarg,XXXVIII,IX,CXXI,Quinarius,V,VI,LXVIII
Munarg,XXXVII,IX,CII,Denarius,VII,XVII,CCCXXIX
Murytub,XL,X,XCI,Denarius,V,XXIII,DXLIV
Munarg,XXXVII,V,CXX,Denarius,IV,XX,CCCLXVIII
Munarg,XXXIX,III,CXCIII,Denarius,V,VI,CCXVI
Muniv,XXXVIII,VII,XX,Quinarius,VI,XV,CXLVII
Murytub,XL,II,CXXXV,Denarius,V,XIV,DLXXV
Murytub,XXXIX,VI,CXXXII,Quinarius,VII,XIX,CXLVIII
Munarg,XXXVIII,VII,CXV,Aureus,IV,XIV,II
Murytub,XXXV,VI,CXV,Denarius,VIII,XXIX,DCLXVIII
Munarg,XXXVIII,IX,CLXXVIII,Denarius,V,VII,CCCLXVIII
Munarg,XXXIX,V,CLXXIV,Denarius,VI,XXVII,CCXX
Murytub,XXXV,XI,CXXXVIII,Denarius,VII,XXVIII,DCCI
Munarg,XXXV,III,CLXXIII,Denarius,IX,XXIV,CCCLV
Murytub,XXXVIII,VII,CLIV,Quinarius,VI,XXV,CXLII
Atamora,XXXV,III,XI,Quinarius,IX,XXIV,MDCCXCIV
Muniv,XXXVII,X,XXVI,Quinarius,VII,XXIII,CLXVI
Murytub,XL,IX,CXLII,Denarius,III,XVII,DXXXI
Atamora,XXXVIII,III,XI,Denarius,V,XXVI,MMMCDXXI
Suilis,XXXIX,II,XIV,Denarius,V,XIV,MMMCDLXXXI
Murytub,XXXIX,XI,CLXVI,Denarius,VI,XXVII,DLXXVII
Murytub,XL,II,XCIX,Denarius,IV,XX,DCV
Muniv,XL,X,XXXIV,Denarius,VIII,IX,CDIV
Munarg,XXXVII,V,CXI,Denarius,VII,V,CCXCIV
Murytub,XL,VII,CI,Denarius,III,XV,DXLIV
Muniv,XXXV,XII,XVI,Denarius,V,XXXI,DLXVIII
Atamora,XL,V,XIII,Denarius,VI,I,MMCMLI
Muniv,XLI,I,XXXII,Denarius,VI,I,DXLI
Murytub,XXXV,VII,CXLIV,Aureus,V,XI,IX
Munarg,XL,X,CLXXXV,Denarius,VI,XXVII,CCCLXXXIV
Munarg,XXXVIII,VII,CX,Denarius,VI,XV,CCCLVI
Murytub,XXXVIII,IV,CXXXIX,Quinarius,VI,XIII,CLXXXI
Muniv,XL,III,XXXV,Denarius,VI,XII,DLXXIX
Muniv,XXXV,III,XXI,Quinarius,IV,VIII,CCXXXVI
Munarg,XXXIX,II,CLXXXIII,Quinarius,VII,II,XCIX
Muniv,XXXVII,IX,XVII,Denarius,VII,X,DCII
Muniv,XXXIX,IX,XXV,Denarius,VI,XXIX,DLX
Murytub,XXXIX,X,LXXXVIII,Quinarius,IV,V,CXXIII
Muniv,XXXIX,III,XXVI,Quinarius,VIII,XX,XCIII
Munarg,XXXIX,VI,CXXIII,Denarius,VI,XI,CDV
Munarg,XXXVIII,III,CXX,Denarius,VII,XXVIII,CCLI
Munarg,XL,I,CLXXXIX,Aureus,VII,VI,II
Murytub,XXXVI,VI,CXXIX,Denarius,IV,XI,DCLV
Murytub,XL,VII,CXXII,Denarius,VI,II,DXLI
Munarg,XXXIX,IV,CII,Denarius,V,XVII,CCLXIII
Muniv,XXXVI,IX,XXX,Quinarius,VI,VIII,CCLXII
Murytub,XXXIX,XI,CXIX,Denarius,VIII,XIII,DLVII
Munarg,XL,VII,CIII,Denarius,V,XXII,CDXXXIX
Murytub,XXXVI,IX,CXXXIV,Denarius,VI,XXX,DCLXVIII
Munarg,XXXV,II,CXCVII,Aureus,VII,XXIII,IV
Muniv,XXXVI,IX,XXIII,Denarius,IV,XXVI,CCCXCIII
Munarg,XXXVIII,XII,CLXXIX,Denarius,VI,II,CCCLII
Atamora,XXXIX,VII,VI,Denarius,VI,XII,MMCCXV
Muniv,XXXVII,XI,XXVIII,Quinarius,VI,X,CCVI
Munarg,XXXVIII,IV,CXLVI,Denarius,VIII,X,CDXLIV
Atamora,XXXVIII,VIII,XI,Denarius,VIII,X,MMDCCCLXXX
Munarg,XL,II,CLIV,Quinarius,VI,XII,XCIV
Munarg,XL,II,CLXXVIII,Quinarius,V,XXIX,XCII
Munarg,XXXVII,XI,CLIII,Quinarius,V,XX,CIII
Murytub,XL,VII,CXIX,Denarius,VIII,XXVIII,DLXXII
Munarg,XXXIX,V,CLXIX,Denarius,IV,XVI,CCLIV
Murytub,XXXIX,II,CXCVIII,Denarius,VIII,XIX,DCXV
Murytub,XL,XII,CLXXXII,Aureus,VI,XXIX,IV
Murytub,XXXVI,VI,CC,Quinarius,VI,IV,CCLXXXIV
Muniv,XXXIX,IX,XXXII,Denarius,V,XVII,DLV
Muniv,XXXVII,IV,XX,Denarius,VI,XIV,DIX
Munarg,XXXV,XII,CXCIX,Quinarius,IX,IX,CLXXIV
Muniv,XXXV,XI,XXIX,Denarius,VI,XVI,CDXXI
Murytub,XXXVII,V,CCXIV,Denarius,VII,IV,DCCCL
Muniv,XXXVI,XI,XV,Aureus,VI,XXX,V
Muniv,XXXVII,VII,XXVIII,Quinarius,VII,XX,CCXLII
Munarg,XXXVII,VI,CXXXV,Denarius,VII,XIX,CCCLXII
Munarg,XL,IX,CLXXI,Denarius,VII,XXVI,CDXL
Murytub,XXXVII,XII,CCI,Quinarius,VI,XXVII,CCIV
Suilis,XXXV,IX,XV,Denarius,VII,IX,MMMLXXXIX
Suilis,XXXVII,II,XVIII,Quinarius,VIII,IX,MCDLXXXVII
Murytub,XXXVII,VII,CLVI,Quinarius,VII,VIII,CCCXLVI
Muniv,XXXIX,VI,XXVI,Denarius,V,VIII,CDXCIX
Atamora,XXXVII,II,XII,Aureus,VIII,XIX,XXXIV
Munarg,XL,IV,CLVIII,Denarius,IV,IX,CCXXXVII
Suilis,XXXV,XII,XXXVII,Denarius,IV,XIV,MMMCCLXXIV
Murytub,XXXVII,V,CXXX,Aureus,V,XV,IX
Munarg,XXXIX,IX,CXXI,Aureus,V,XV,IV
Murytub,XXXIX,V,CCXII,Quinarius,VII,XIX,CXXIX
Munarg,XXXVI,IV,CXXVI,Denarius,IX,XI,CCLXXIX
Murytub,XXXIX,X,CLII,Quinarius,VI,XXX,CXXVII
Murytub,XXXIX,X,CXXX,Denarius,VII,XXXI,DLX
Munarg,XXXVIII,V,CLXXXIII,Denarius,III,XXII,CCXXXVI
Muniv,XXXIX,XI,XXVIII,Aureus,III,XVI,V
Murytub,XXXVIII,I,CLXI,Denarius,V,XXX,DXCII
Suilis,XXXVII,IV,LXVIII,Quinarius,VI,XXIII,MCDXLVI
Munarg,XXXV,I,CLVII,Denarius,V,XXV,CCCXLIV
Munarg,XXXVIII,IX,CXLVII,Aureus,III,X,II
Murytub,XXXV,IX,CLXXIII,Denarius,VI,XIV,DCCXLIII
Munarg,XXXIX,XII,CXCVI,Quinarius,IV,VIII,LIV
Murytub,XXXVI,XII,CLXXIV,Quinarius,V,XVI,CCXLII
Muniv,XXXV,IV,XXXIII,Denarius,VIII,XXII,DXII
Murytub,XXXVIII,IX,CVI,Quinarius,VII,XXII,CLXII
Munarg,XXXVII,XII,CLXVI,Denarius,VIII,X,CCCXLVIII
Suilis,XXXIX,VII,X,Denarius,IV,VIII,MMMDXXVIII
Murytub,XXXIX,X,CXX,Denarius,VIII,X,DLXI
Murytub,XXXIX,VIII,CLXXIX,Denarius,IV,XIX,DXCIV
Murytub,XXXVII,VI,CLXXXVII,Quinarius,VI,V,CCCLXVIII
Munarg,XXXV,X,CIX,Aureus,VI,XII,V
Murytub,XXXVIII,III,CXCIV,Denarius,VIII,XXV,DXCVII
Munarg,XXXVII,VII,CXXXIII,Denarius,IV,III,CCCLXXXIII
Munarg,XL,XI,CII,Denarius,IX,XXIV,CLXX
Munarg,XL,VI,CXVIII,Aureus,VI,X,IV
Muniv,XL,I,XXV,Denarius,III,XXVIII,DXIV
Murytub,XXXVI,IV,CIV,Denarius,II,VIII,DCXCIII
Murytub,XXXVIII,VIII,CXL,Aureus,IV,XIV,V
Murytub,XXXVII,VIII,CXVII,Denarius,VI,XXX,DCXLVI
Munarg,XL,I,CXXXIII,Denarius,V,XVI,CCCLXXXII
Munarg,XXXVI,X,CLXXXII,Aureus,VII,XVII,IV
Murytub,XXXVI,V,CXVIII,Quinarius,IX,XXVII,CCLXXXVIII
Munarg,XXXVI,X,CXXVI,Denarius,VI,VIII,CCCLXXI
Munarg,XXXIX,XII,CLI,Denarius,VI,XI,CCCLXXVI
Munarg,XL,II,CLXVII,Denarius,VII,VII,CDLXIV
Muniv,XXXV,IX,XXV,Quinarius,VI,VII,CCXXVIII
Muniv,XXXV,VI,XXIX,Denarius,VI,XXX,DXXV
Munarg,XXXIX,II,CXXXIV,Quinarius,IX,XXI,LII
Munarg,XL,VI,CXXXVI,Quinarius,II,XI,CII
Murytub,XXXVIII,II,CLXX,Denarius,VIII,XI,DCVIII
Murytub,XXXIX,XI,CLXXIV,Denarius,VIII,XIII,DXCVI
Murytub,XXXIX,VIII,CLVII,Quinarius,VII,VI,CXLIV
Murytub,XXXVIII,V,CXXXVI,Aureus,VII,XIX,VI
Munarg,XL,X,CXLIII,Quinarius,VIII,XV,LXXX
Muniv,XL,IX,XXII,Denarius,VIII,XXIX,DXIX
Munarg,XXXVI,VIII,CXXXIX,Quinarius,VI,XIII,CXXVI
Murytub,XXXVI,XII,CXXIX,Denarius,IV,XXI,DCXXXI
Muniv,XXXVIII,VII,XXXIV,Denarius,IV,XVII,CDLXXV
Murytub,XXXVII,VI,CXXV,Quinarius,VII,XXI,CCCXXII
Murytub,XXXVIII,VIII,CLXVI,Denarius,IV,XXIX,DCXXXVI
Munarg,XXXV,III,CLVIII,Denarius,VII,IV,CCCXLVI
Murytub,XXXVII,III,CCVIII,Quinarius,VI,III,CCXCIX
Munarg,XL,VII,CXLVI,Denarius,VI,XII,CCXXIV
Murytub,XXXVI,IX,CXIX,Quinarius,V,XIV,CCLXVI
Munarg,XXXVII,XI,CXXX,Quinarius,V,VIII,LXXXVI
Muniv,XXXVII,I,XXVI,Denarius,IV,XII,CDXCV
Munarg,XXXVIII,I,CIII,Denarius,III,XXI,CDXXXII
Atamora,XXXVII,II,IX,Quinarius,VI,XVII,MCCLXXXVII
Murytub,XXXV,V,CLXXI,Denarius,V,XXXI,DCLXXXII
Munarg,XXXVI,II,CXXXIX,Denarius,V,XXVIII,CCCXLVI
Murytub,XXXVI,VI,CXXXI,Denarius,VIII,XX,DCXXXV
Murytub,XL,VII,XCVIII,Denarius,VIII,XIV,DLXV
Murytub,XL,VII,CXCIII,Denarius,VIII,XIV,DL
Murytub,XXXIX,XII,CXLVIII,Denarius,IV,XIV,DLXIV
Munarg,XXXVII,I,CXXV,Denarius,IX,XXX,CCLXII
Munarg,XXXV,I,CXCII,Denarius,V,XVIII,CCCLXVI
Murytub,XXXVIII,I,CXXI,Quinarius,VI,XXVI,CCVIII
Muniv,XXXVI,I,XXI,Denarius,V,XVIII,DXLIX
Muniv,XXXVI,VII,XXI,Denarius,V,I,CDLI
Muniv,XXXVI,II,XXVIII,Quinarius,VIII,XXI,CCXIX
Muniv,XXXVI,VIII,XXVIII,Denarius,VII,VII,DV
Munarg,XXXIX,VIII,CXIII,Quinarius,VI,IV,LXXXIX
Munarg,XXXV,XII,CLI,Aureus,VI,III,IV
Suilis,XXXVIII,VI,XV,Quinarius,IV,XVI,MCX
Munarg,XXXVI,VII,CVII,Denarius,VI,XVII,CCCLVIII
Munarg,XXXV,V,CLXXXII,Denarius,V,XI,CCCXVII
Murytub,XXXIX,I,CLII,Aureus,VIII,XXIX,V
Munarg,XXXVIII,VIII,CLXIV,Quinarius,IV,XXIX,LXIV
Murytub,XXXVII,XI,CCI,Denarius,VI,X,DCXIX
Murytub,XXXV,VII,CXLIV,Denarius,IV,XXIV,DCXL
Muniv,XXXVIII,VII,XX,Aureus,II,XIII,VI
Munarg,XXXIX,I,CLVI,Denarius,IX,XXVIII,CCCXCI
Munarg,XXXV,VIII,CVI,Quinarius,VI,VII,CLXXVI
Muniv,XXXV,IX,XXIV,Quinarius,VI,XX,CCLI
Murytub,XXXIX,XI,CXLVII,Denarius,X,XI,DCXI
Suilis,XXXVI,IX,XL,Quinarius,VI,XXX,MCDLXXV
Murytub,XL,I,CXV,Denarius,VII,VI,DLXXIII
Murytub,XXXV,VI,CXXXIV,Denarius,I,III,DCLXXXIX
Munarg,XXXIX,I,CLIX,Quinarius,VII,VI,L
Munarg,XXXVIII,II,CLXX,Denarius,VI,IX,CCXLV
Munarg,XXXV,VIII,CIII,Denarius,V,IV,CCCXLVI
Munarg,XXXVIII,IV,CXCVIII,Quinarius,V,XIV,LXXIV
Murytub,XL,IV,CXCIV,Denarius,II,XX,DLVIII
Munarg,XXXV,IV,CXLV,Denarius,V,XX,CCCLIII
Atamora,XXXVII,I,XIII,Quinarius,IX,XXX,MCDXX
Munarg,XXXVIII,II,CLI,Denarius,V,XXVII,CCCIII
Murytub,XXXVIII,XII,CXLIX,Denarius,VI,XVII,DCXV
Atamora,XXXIX,VII,IX,Denarius,V,VI,MMDLVII
Muniv,XXXV,XII,XXV,Quinarius,VI,III,CCXXXV
Muniv,XL,V,XXV,Quinarius,VI,XVI,CXIX
Munarg,XXXVIII,III,CLXVI,Quinarius,VI,XX,CXXV
Munarg,XL,I,C,Denarius,VI,XXVI,CCII
Murytub,XXXIX,II,CXXV,Denarius,VI,XXIV,DLXXXVI
Murytub,XL,VII,CLXXXI,Denarius,VIII,XXVIII,DXX
Murytub,XXXVII,VII,CXX,Quinarius,VII,IV,CCCLI
Munarg,XL,II,CXLVIII,Quinarius,VII,XVIII,CV
Munarg,XXXV,VIII,CXXXII,Denarius,VI,XII,CCCXXI
Muniv,XXXVII,I,XXXIV,Denarius,IV,XII,CDXXXVII
Murytub,XXXVI,I,CLVII,Denarius,V,XII,DCLXXXVII
Suilis,XXXIX,IX,XLIII,Denarius,VII,VI,MMMDXCIV
Munarg,XL,VI,CXX,Denarius,VIII,XXX,CCVIII
Muniv,XXXV,III,XXX,Quinarius,VII,XXVI,CCXL
Munarg,XXXVII,XI,CI,Denarius,VIII,XIX,CDXVI
Muniv,XXXIX,X,XIX,Aureus,V,VIII,IV
Muniv,XXXV,XI,XVIII,Denarius,VII,III,CDLXXIV
Suilis,XXXVIII,XII,XXXII,Denarius,IV,IV,MMMDCCXCVI
Murytub,XXXVII,II,CXLIV,Denarius,V,XV,DCCXXIV
Munarg,XXXVII,II,CLXVI,Quinarius,IV,XVIII,CLXXIX
Munarg,XXXIX,VIII,CLXXV,Quinarius,VII,X,LXIII
Muniv,XXXVI,X,XXVII,Denarius,IV,XX,CDL
Muniv,XXXVI,IV,XXI,Denarius,VI,VII,DX
Munarg,XXXV,VI,CXII,Quinarius,VIII,VIII,CXCII
Munarg,XXXIX,XII,CLXXXIII,Denarius,VIII,XVI,CCXXVIII
Atamora,XXXIX,XII,VII,Quinarius,III,IX,DCX
Murytub,XXXV,XII,LXXXI,Denarius,VIII,XVIII,DCLII
Suilis,XXXIX,II,XXX,Denarius,VII,XVIII,MMMDCLXXXVI
Murytub,XXXVII,II,CLI,Quinarius,VII,XXV,CCLXXXIX
Muniv,XXXVII,VII,XXXI,Denarius,V,X,CDXXXVI
Munarg,XXXV,XI,CIV,Aureus,V,XX,IV
Munarg,XXXV,XII,CX,Denarius,VI,I,CCCLXXXII
Suilis,XXXV,VII,XXVII,Aureus,VI,I,XL
Murytub,XXXVI,X,CLXIX,Aureus,VI,II,VII
Murytub,XXXIX,X,CXLV,Denarius,VI,XXIII,DXLI
Murytub,XXXVIII,I,CXCIII,Denarius,V,VI,DLXVI
Munarg,XXXVII,VII,CXCIV,Aureus,VI,XXVIII,II
Murytub,XXXVII,II,CCII,Quinarius,VI,XI,CCCXVII
Munarg,XXXVI,IV,CXX,Aureus,IX,XI,IV
Munarg,XXXVII,IV,CXXXIII,Quinarius,VIII,IX,CLXII
Munarg,XXXIX,IV,CXXXI,Denarius,VIII,XIII,CCCXCI
Munarg,XXXV,VII,CXXIX,Quinarius,VII,XX,CXLIII
Muniv,XXXIX,VI,XXV,Denarius,V,XXIX,DXXIII
Atamora,XXXVIII,I,IX,Quinarius,VI,XXVI,MXXIX
Munarg,XXXVII,X,CXLVIII,Denarius,IV,XVII,CCCLXXIX
Munarg,XXXV,X,CXCI,Denarius,VII,XI,CCCXLVII
Muniv,XXXIX,XI,XXXI,Denarius,VII,IV,CDXCIII
Muniv,XXXV,II,XXX,Quinarius,VI,XXVIII,CCXLVIII
Murytub,XXXVII,IV,CLXXVIII,Denarius,VI,XXIII,DCCCXCVII
Munarg,XL,IV,CLII,Denarius,IV,II,CCXXXIII
Murytub,XXXVI,VII,CXLIV,Denarius,VII,XXX,DCLXXIII
Munarg,XXXVI,IV,CLXXX,Denarius,IV,VI,CCCLXXV
Atamora,XXXVI,XI,VIII,Denarius,VI,XXX,MMCDXC
Murytub,XXXIX,IV,CXXX,Denarius,VII,XXI,DLXVIII
Muniv,XXXIX,VI,XXIX,Denarius,V,XVII,DXLIII
Suilis,XXXVIII,V,XXXI,Denarius,IV,IV,MMMDCCXII
Muniv,XXXV,VI,XXI,Denarius,IV,XX,DLVI
Murytub,XXXIX,VIII,CXXV,Quinarius,VIII,XXVIII,CXXXVIII
Murytub,XXXVIII,XII,CLXIII,Quinarius,III,VII,CXLVI
Muniv,XXXV,V,XXIV,Denarius,IV,XX,DXXIV
Munarg,XXXV,V,CXLIII,Denarius,IX,IX,CCCXLVI
Munarg,XL,I,CXVII,Denarius,VII,X,CCCLXXXVIII
Murytub,XXXIX,I,CXXIV,Quinarius,V,XII,CXLI
Muniv,XXXVIII,XII,XXXIII,Denarius,VIII,XXVI,DXXIII
Munarg,XL,I,CVII,Aureus,VII,X,II
Munarg,XL,IX,CXXXIX,Quinarius,VII,I,XCVII
Munarg,XL,XI,CXXI,Denarius,VII,XIII,CDLVI
Munarg,XXXVI,VII,CLXXXIV,Aureus,VI,XVIII,IV
Murytub,XXXVII,IX,CCXIV,Denarius,IV,III,DCXXXVII
Munarg,XXXV,XII,CLXII,Denarius,VIII,XXIV,CCCXLIV
Murytub,XXXVI,X,CLXVII,Aureus,VI,VI,VII
Muniv,XXXIX,VII,XVII,Quinarius,IV,VIII,CXLV
Murytub,XXXVI,VIII,CXCV,Denarius,III,IV,DCLXV
Munarg,XXXVI,VI,CLXXXIX,Denarius,VIII,XVII,CCCXCII
Munarg,XXXVIII,VI,CLII,Denarius,VII,VI,CCLXIII
Murytub,XXXVII,X,CLXIX,Denarius,VI,XVI,DCVI
Suilis,XXXVII,XI,XI,Denarius,IX,XVI,MMMCDXXXIV
Suilis,XXXVI,I,XIV,Denarius,VII,XXIII,MMMCCCX
Atamora,XXXVI,IV,VI,Quinarius,V,IV,MCDLXXII
Murytub,XL,IX,CLXIII,Quinarius,IX,XI,CXXXIII
Murytub,XXXVII,IX,CXCVI,Quinarius,V,II,CCLXIII
Munarg,XXXIX,VI,CXXI,Denarius,IV,III,CCXLIV
Munarg,XXXVI,III,CXCVIII,Denarius,V,XV,CCCLXX
Muniv,XXXV,XII,XXIII,Denarius,VII,XVII,CDLXXX
Munarg,XXXVI,IV,CXLI,Aureus,V,I,IV
Munarg,XXXIX,I,CXLIX,Quinarius,IV,XVI,LXXXV
Munarg,XL,IV,CLXI,Denarius,VI,XVIII,CCCXCII
Muniv,XL,VII,XXX,Denarius,III,XV,DLIV
Murytub,XXXVI,IX,CXLV,Aureus,V,XXV,VII
Atamora,XXXVII,XI,XIII,Quinarius,VII,XVIII,DCCLVII
Murytub,XXXVIII,V,CXXVIII,Denarius,IV,XIII,DCXIV
Murytub,XL,IV,CLII,Denarius,IV,XV,DXLIX
Suilis,XL,III,XV,Quinarius,VI,XXVI,DCCLXXXIV
Murytub,XXXIX,I,CLXXXI,Denarius,IV,V,DLXII
Murytub,XXXVI,VII,CLXXIX,Aureus,VI,XXVII,VII
Murytub,XXXVII,IV,CCXIII,Quinarius,VIII,IV,CDII
Suilis,XXXVI,III,XLIII,Denarius,VI,I,MMMCDVIII
Munarg,XXXVII,VII,CXLVIII,Quinarius,IV,III,CII
Murytub,XXXVIII,VII,CXLII,Denarius,VI,XXV,DLXV
Muniv,XXXIX,IV,XXI,Denarius,V,XXIX,DXIV
Suilis,XXXIX,I,XXXII,Quinarius,VIII,XXII,DCCCLXXXI
Murytub,XXXVIII,V,CLVIII,Quinarius,V,XXXI,CXCII
Murytub,XXXVIII,IX,CLXVII,Aureus,VIII,XIII,V
Murytub,XL,VIII,CXLV,Denarius,IV,V,DIX
Murytub,XXXVII,VI,CLXXI,Quinarius,VI,XXIX,CCCLIV
Muniv,XXXVI,XI,XIX,Denarius,VII,XXIII,DXLIV
Murytub,XXXVII,V,CLVI,Denarius,III,VI,CMLVI
Munarg,XXXVIII,III,CLV,Denarius,VI,XX,CCXL
Murytub,XXXVII,XI,CLXXVIII,Quinarius,VI,I,CCXX
Murytub,XXXVI,VI,CXXVIII,Denarius,VII,XVI,DCCXIII
Muniv,XXXV,IV,XL,Denarius,IX,II,D
Murytub,XXXIX,VIII,CLXXXVII,Denarius,VIII,XIII,DLXXXVII
Munarg,XL,IX,CXCII,Quinarius,V,II,XCVIII
Munarg,XL,IX,CLXXIX,Denarius,III,XIV,CLXXXV
Murytub,XXXVI,VIII,CLXXXI,Denarius,VI,XXIV,DCXXX
Murytub,XXXVIII,XII,CXLI,Denarius,VII,XIII,DCXIII
Munarg,XXXVII,X,CXXVII,Quinarius,VIII,IV,CXV
Munarg,XL,I,CXLVIII,Denarius,VI,XXIII,CXCII
Murytub,XXXVI,XI,CXLVIII,Quinarius,VII,XVI,CCLXVIII
Munarg,XXXV,III,CL,Quinarius,VII,XVI,CLXXI
Murytub,XXXVI,II,CXXXIX,Quinarius,VII,XXIV,CCCXVII
Murytub,XXXVIII,XII,CXXV,Denarius,IX,XVIII,DLXXVIII
Muniv,XL,XI,XXIII,Quinarius,III,IV,CXIV
Murytub,XXXVII,VIII,CXLIII,Aureus,VII,XXIV,VII
Munarg,XXXIX,XII,CLXVI,Denarius,V,XIII,CCCLXXXVI
Munarg,XXXVII,VIII,CLVI,Quinarius,VI,XXIX,CXLVI
Murytub,XXXVIII,V,CXXVIII,Denarius,V,XI,DCXXIX
Muniv,XL,I,XIX,Denarius,VI,VIII,CDXCIII
Munarg,XXXIX,VII,CXXII,Quinarius,IX,XVI,LI
Murytub,XXXVII,III,CLXII,Denarius,X,IV,DCLX
Muniv,XXXVIII,II,XXVI,Denarius,IX,XX,DXVI
Munarg,XXXVI,V,CXVI,Denarius,VIII,III,CDXV
Murytub,XXXIX,VI,CXXXV,Quinarius,VIII,XVI,CXLIII
Muniv,XL,IX,XXIV,Denarius,V,XIX,CDLXIII
Munarg,XXXVIII,II,CLIV,Denarius,VIII,VII,CCCLXXX
Murytub,XXXVII,II,CLXXXIV,Denarius,VIII,IX,DCCXXXVI
Suilis,XXXV,VII,XXXII,Denarius,VII,XXIX,MMMCXXXVIII
Murytub,XL,II,CXXII,Denarius,II,XVII,DXXXV
Murytub,XXXV,XI,CV,Quinarius,VI,XI,CCCLVI
Munarg,XXXVII,II,CXC,Denarius,VII,XXV,CCCXCI
Suilis,XXXV,IV,XXII,Denarius,III,IX,MMMCCCLXXVI
Suilis,XXXIX,II,XXVI,Denarius,VI,XXIII,MMMDCLV
Munarg,XXXV,VIII,CLXXVII,Denarius,VI,VII,CCCXLVIII
Munarg,XXXVIII,XI,CLX,Denarius,VI,XXVI,CCLXVIII
Munarg,XXXV,X,CLIII,Denarius,V,XIII,CCCXXI
Murytub,XXXVIII,VI,LXX,Denarius,VI,IX,DCXLVII
Murytub,XXXV,III,CLXV,Aureus,VI,XXIX,IX
Murytub,XXXIX,X,CXLV,Quinarius,V,XIII,CXVII
Munarg,XXXV,VIII,CLXXXVIII,Denarius,V,IV,CCCII
Muniv,XL,III,XX,Denarius,VI,VIII,CDXCII
Munarg,XXXVII,X,CXIX,Aureus,VI,XXII,III
Munarg,XXXVIII,VIII,CXII,Denarius,X,XXIV,CCLXXVII
Murytub,XXXVI,V,CC,Denarius,III,XII,DCLIV
Suilis,XXXVIII,I,XXV,Denarius,III,XXI,MMMCCCLXXXII
Muniv,XL,VI,XXIII,Denarius,VI,X,CDLXXXIV
Munarg,XXXV,IX,CXI,Quinarius,IV,VI,CXCVI
Muniv,XXXIX,I,XXV,Denarius,IV,XVI,DII
Munarg,XL,II,CLXXXIX,Denarius,VIII,XVI,CDI
Munarg,XL,I,CLXI,Denarius,IV,IX,CCXX
Murytub,XXXVI,XII,CXCVI,Quinarius,IV,XXI,CCLII
Murytub,XXXVI,VI,CLII,Aureus,VIII,XXX,VII
Munarg,XXXVII,IV,CX,Quinarius,VI,XXX,CXVIII
Munarg,XL,V,CLVII,Denarius,VI,XVI,CCV
Munarg,XL,IX,CLXXXIV,Denarius,VIII,XXIX,CCXXVIII
Munarg,XXXVIII,V,CXXVI,Denarius,VI,XXVI,CCLXI
Munarg,XXXVIII,III,CLXXX,Quinarius,IX,XXIII,CXVII
Munarg,XXXVIII,I,CLXXXVI,Denarius,IV,XXIX,CCLII
Munarg,XXXV,XII,CXIV,Denarius,IV,XXVIII,CCCXCVI
Suilis,XXXVI,VI,XXIX,Denarius,IV,XXV,MMMDXIX
Munarg,XL,IX,CVII,Denarius,V,XXX,CXCV
Munarg,XXXV,VI,CLXXXVIII,Quinarius,X,V,CLXXVIII
Munarg,XXXIX,V,CIII,Denarius,VI,I,CCXLII
Murytub,XXXVI,IV,CLXXII,Denarius,VIII,XXX,DCLXXXVIII
Suilis,XL,VI,XII,Quinarius,IX,XIX,CMXL
Muniv,XXXIX,X,XXVIII,Quinarius,VI,XXVIII,XCIV
Munarg,XXXV,XII,CLXXIX,Quinarius,VIII,XXIV,CLIX
Murytub,XXXIX,X,CCXV,Quinarius,V,XVI,CXX
Suilis,XXXVI,II,LXI,Quinarius,IV,XXVII,MCDLXXXIX
Muniv,XXXVI,V,XXXI,Denarius,VII,XXI,DCVI
Murytub,XXXIX,I,CXIII,Denarius,VI,XXI,DLXIX
Murytub,XXXVIII,II,CLXIV,Quinarius,VII,XXVI,CXCVII
